SaleID,CustomerID,ProductID,SaleDate,Amount,Quantity,Region,Status,SalesRep,Channel,Discount,Currency
700000,C0047,P030,2024-06-07,10216.19,3,South Asia,completed,REP002,Online,0.24,USD
700001,C0104,P031,2024-06-07,6121.94,1,Africa,completed,REP021,Direct,0.02,GBP
700002,100015,P018,2024-06-07,4100.01,6,South Asia,returned,REP017,Direct,0.23,USD
700003,C0134,P034,2024-06-07,21189.23,2,Middle East,completed,REP018,Online,0.08,USD
700004,C0047,P026,2024-06-07,23448.8,2,Africa,completed,REP010,Online,0.04,INR
700005,C0181,P012,2024-06-07,7624.8,4,North America,completed,REP005,In-Store,0.21,USD
700006,C0136,P027,2024-06-07,11098.78,6,Europe,completed,REP005,Direct,0.21,USD
700007,C0103,P004,2024-06-07,15242.83,8,Middle East,completed,REP017,In-Store,0.09,USD
700008,100006,P011,2024-06-07,5918.39,1,Southeast Asia,completed,REP023,Direct,0.18,EUR
700009,C0146,P021,2024-06-07,10992.13,8,North America,completed,REP030,Partner,0.09,USD
700010,C0132,P021,2024-06-07,4253.6,4,South Asia,completed,REP022,Direct,0.2,INR
700011,100016,P044,2024-06-07,15736.5,1,Southeast Asia,completed,REP022,Direct,0.16,EUR
700012,100051,P047,2024-06-07,10737.56,1,Europe,completed,REP019,In-Store,0.07,USD
700013,100093,P040,2024-06-07,6600.47,9,Europe,completed,REP029,In-Store,0.06,INR
700014,100007,P025,2024-06-07,5157.26,4,Southeast Asia,completed,REP028,Direct,0.14,USD
700015,100030,P028,2024-06-07,864.27,3,South Asia,completed,REP018,In-Store,0.02,EUR
700016,C0083,P048,2024-06-07,313.39,9,Africa,completed,REP006,Online,0.15,USD
700017,C0070,P025,2024-06-07,6882.24,8,Middle East,completed,REP009,In-Store,0.06,USD
700018,100068,P022,2024-06-07,1211.2,3,Europe,completed,REP017,Partner,0.15,USD
700019,C0033,P012,2024-06-07,3615.46,1,Middle East,completed,REP022,In-Store,0.11,INR
700020,C0105,P037,2024-06-07,3491.28,7,Africa,completed,REP004,Online,0.12,INR
700021,C0065,P049,2024-06-07,4175.67,3,South Asia,returned,REP022,Direct,0.12,USD
700022,C0024,P006,2024-06-07,739.24,10,Middle East,completed,REP018,Direct,0.16,GBP
700023,100090,P045,2024-06-07,818.37,4,Africa,completed,REP002,Direct,0.04,USD
700024,100052,P019,2024-06-07,4243.76,4,Europe,completed,REP005,Partner,0.09,GBP
700025,100053,P027,2024-06-07,4681.96,7,Africa,completed,REP018,Online,0.12,USD
700026,C0186,P038,2024-06-07,10127.21,8,South Asia,completed,REP001,Partner,0.1,USD
700027,C0113,P019,2024-06-07,10950.72,5,Africa,completed,REP006,In-Store,0.08,USD
700028,C0143,P015,2024-06-07,346.37,2,Southeast Asia,completed,REP004,In-Store,0.2,USD
700029,100056,P018,2024-06-07,10327.91,1,North America,completed,REP003,In-Store,0.15,INR
700030,C0136,P008,2024-06-07,14110.97,6,Southeast Asia,completed,REP010,Direct,0.14,EUR
700031,C0051,P032,2024-06-07,3324.14,5,Southeast Asia,completed,REP009,Direct,0.09,EUR
700032,C0142,P012,2024-06-07,3134.09,4,Middle East,completed,REP012,In-Store,0.07,USD
700033,100007,P019,2024-06-07,6160.5,7,Africa,completed,REP006,Direct,0.01,EUR
700034,C0044,P021,2024-06-07,16808.64,2,Southeast Asia,completed,REP030,Partner,0.16,EUR
700035,C0100,P003,2024-06-07,3291.99,7,South Asia,completed,REP016,In-Store,0.2,USD
700036,C0075,P039,2024-06-07,28862.54,1,Middle East,completed,REP007,Partner,0.02,USD
700037,C0142,P018,2024-06-07,6987.62,3,South Asia,returned,REP019,In-Store,0.09,USD
700038,100068,P030,2024-06-07,10051.23,10,Europe,completed,REP012,Online,0.07,USD
700039,C0167,P034,2024-06-07,8437.07,1,North America,completed,REP029,Partner,0.11,EUR
700040,C0153,P012,2024-06-07,13661.03,7,South Asia,completed,REP017,In-Store,0.07,USD
700041,100046,P019,2024-06-07,1893.19,2,Southeast Asia,completed,REP014,Direct,0.15,USD
700042,100015,P039,2024-06-07,14111.55,2,Middle East,completed,REP026,Online,0.24,GBP
700043,100043,P029,2024-06-07,331.57,8,Africa,cancelled,REP005,In-Store,0.05,INR
700044,100088,P031,2024-06-07,10318.97,4,Southeast Asia,completed,REP028,Partner,0.04,EUR
700045,C0026,P022,2024-06-07,13836.23,4,Europe,completed,REP010,Direct,0.17,USD
700046,C0118,P016,2024-06-07,146.41,9,Africa,completed,REP018,Direct,0.1,GBP
700047,C0193,P024,2024-06-07,601.52,2,Southeast Asia,completed,REP029,In-Store,0.24,EUR
700048,C0152,P028,2024-06-07,8797.3,2,Africa,completed,REP011,Partner,0.14,EUR
700049,C0053,P039,2024-06-07,1253.56,10,North America,completed,REP028,In-Store,0.08,EUR
700050,100058,P030,2024-06-07,16604.87,9,Southeast Asia,completed,REP014,In-Store,0.08,USD
700051,100071,P017,2024-06-07,5148.43,3,Europe,completed,REP026,Online,0.25,INR
700052,100096,P015,2024-06-07,6223.06,7,Europe,completed,REP001,In-Store,0.19,INR
700053,100078,P036,2024-06-07,10095.15,6,Middle East,completed,REP008,In-Store,0.13,USD
700054,C0006,P034,2024-06-07,6328.61,5,North America,completed,REP022,Partner,0.13,GBP
700055,100035,P018,2024-06-07,3926.05,5,Southeast Asia,completed,REP009,In-Store,0.17,EUR
700056,C0043,P009,2024-06-07,1978.68,1,Africa,completed,REP030,In-Store,0.18,GBP
700057,C0090,P026,2024-06-07,18965.66,7,South Asia,completed,REP023,In-Store,0.18,EUR
700058,C0031,P036,2024-06-07,2301.67,10,South Asia,completed,REP018,In-Store,0.07,EUR
700059,100039,P029,2024-06-07,1811.71,8,Middle East,completed,REP021,In-Store,0.14,USD
700060,C0101,P047,2024-06-07,7481.44,2,Southeast Asia,completed,REP001,Direct,0.16,EUR
700061,C0162,P021,2024-06-07,16298.04,9,Southeast Asia,completed,REP023,In-Store,0.24,USD
700062,C0132,P041,2024-06-07,2389.7,8,Southeast Asia,completed,REP003,Partner,0.25,GBP
700063,100002,P010,2024-06-07,5628.81,10,Africa,completed,REP005,Partner,0.24,GBP
