SaleID,CustomerID,ProductID,SaleDate,Amount,Quantity,Region,Status,SalesRep,Channel,Discount,Currency
61179,C0047,P007,2024-06-06,10290.42,4,South Asia,completed,REP002,Online,0.24,USD
60076,C0104,P033,2024-06-06,6589.04,4,Africa,completed,REP021,Direct,0.02,GBP
63711,C0178,P017,2024-06-06,3579.62,5,South Asia,returned,REP017,Direct,0.23,USD
61682,C0134,P041,2024-06-06,21618.41,10,Middle East,completed,REP018,Online,0.08,USD
65015,C0047,P037,2024-06-06,19595.05,8,Africa,completed,REP010,Online,0.04,INR
63170,C0181,P048,2024-06-06,8778.94,10,North America,completed,REP005,In-Store,0.21,USD
62797,C0136,P018,2024-06-06,10587.05,6,Europe,completed,REP005,Direct,0.21,USD
62051,C0103,P030,2024-06-06,13250.31,7,Middle East,completed,REP017,In-Store,0.09,USD
62984,C0183,P011,2024-06-06,5350.42,8,Southeast Asia,completed,REP023,Direct,0.18,EUR
62803,C0146,P006,2024-06-06,11737.61,6,North America,completed,REP030,Partner,0.09,USD
63451,C0132,P046,2024-06-06,5247.1,7,South Asia,completed,REP022,Direct,0.2,INR
61448,C0124,P039,2024-06-06,16116.59,6,Southeast Asia,completed,REP022,Direct,0.16,EUR
65103,C0106,P040,2024-06-06,10886.19,6,Europe,completed,REP019,In-Store,0.07,USD
64801,C0052,P019,2024-06-06,6973.22,3,Europe,completed,REP029,In-Store,0.06,INR
65390,C0167,P018,2024-06-06,,2,Southeast Asia,completed,REP028,Direct,0.14,USD
61202,C0144,P024,2024-06-06,1033.31,2,South Asia,completed,REP018,In-Store,0.02,EUR
64225,C0083,P027,2024-06-06,322.0,1,Africa,completed,REP006,Online,0.15,USD
62992,C0070,P017,2024-06-06,6759.24,10,Middle East,completed,REP009,In-Store,0.06,USD
64698,C0049,P043,2024-06-06,1488.04,2,Europe,completed,REP017,Partner,0.15,USD
61293,C0033,P030,2024-06-06,3483.24,2,Middle East,completed,REP022,In-Store,0.11,INR
62752,C0105,P008,2024-06-06,2971.87,10,Africa,completed,REP004,Online,0.12,INR
63349,C0065,P040,2024-06-06,3521.92,2,South Asia,returned,REP022,Direct,0.12,USD
63701,C0024,P048,2024-06-06,900.76,1,Middle East,completed,REP018,Direct,0.16,GBP
64043,C0092,P011,2024-06-06,713.2,1,Africa,completed,REP002,Direct,0.04,USD
62678,C0150,P040,2024-06-06,3603.68,2,Europe,completed,REP005,Partner,0.09,GBP
65478,C0083,P044,2024-06-06,4612.74,5,Africa,completed,REP018,Online,0.12,USD
62317,C0186,P023,2024-06-06,10257.75,10,South Asia,completed,REP001,Partner,0.1,USD
60528,C0113,P015,2024-06-06,10066.74,5,Africa,completed,REP006,In-Store,0.08,USD
64479,C0143,P008,2024-06-06,303.91,1,Southeast Asia,completed,REP004,In-Store,0.2,USD
60979,C0148,P035,2024-06-06,10155.02,9,North America,completed,REP003,In-Store,0.15,INR
60416,C0136,P012,2024-06-06,12064.17,8,Southeast Asia,completed,REP010,Direct,0.14,EUR
63138,C0051,P017,2024-06-06,3667.7,5,Southeast Asia,completed,REP009,Direct,0.09,EUR
60874,C0142,P038,2024-06-06,3614.88,2,Middle East,completed,REP012,In-Store,0.07,USD
62375,C0033,P011,2024-06-06,6069.26,9,Africa,completed,REP006,Direct,0.01,EUR
63881,C0044,P015,2024-06-06,15699.41,8,Southeast Asia,completed,REP030,Partner,0.16,EUR
65059,C0100,P027,2024-06-06,3131.31,10,South Asia,completed,REP016,In-Store,0.2,USD
63399,C0075,P039,2024-06-06,25087.96,10,Middle East,completed,REP007,Partner,0.02,USD
65339,C0142,P023,2024-06-06,7425.4,7,South Asia,returned,REP019,In-Store,0.09,USD
64987,C0147,P044,2024-06-06,8469.22,9,Europe,completed,REP012,Online,0.07,USD
62252,C0167,P009,2024-06-06,8129.38,6,North America,completed,REP029,Partner,0.11,EUR
61049,C0153,P029,2024-06-06,12583.12,5,South Asia,completed,REP017,In-Store,0.07,USD
61022,C0131,P016,2024-06-06,1725.87,1,Southeast Asia,completed,REP014,Direct,0.15,USD
60160,C0120,P016,2024-06-06,14678.64,9,Middle East,completed,REP026,Online,0.24,GBP
60362,C0147,P002,2024-06-06,385.25,3,Africa,cancelled,REP005,In-Store,0.05,INR
62620,C0053,P050,2024-06-06,10215.86,9,Southeast Asia,completed,REP028,Partner,0.04,EUR
64426,C0026,P009,2024-06-06,11953.03,9,Europe,completed,REP010,Direct,0.17,USD
61648,C0118,P042,2024-06-06,177.31,1,Africa,completed,REP018,Direct,0.1,GBP
61836,C0193,P017,2024-06-06,692.42,1,Southeast Asia,completed,REP029,In-Store,0.24,EUR
60697,C0152,P009,2024-06-06,10837.81,8,Africa,completed,REP011,Partner,0.14,EUR
61246,C0053,P010,2024-06-06,1351.98,10,North America,completed,REP028,In-Store,0.08,EUR
62795,C0175,P001,2024-06-06,16263.41,8,Southeast Asia,completed,REP014,In-Store,0.08,USD
61044,C0191,P033,2024-06-06,6222.98,4,Europe,completed,REP026,Online,0.25,INR
60358,C0070,P037,2024-06-06,7660.68,3,Europe,completed,REP001,In-Store,0.19,INR
63986,C0005,P005,2024-06-06,10753.81,5,Middle East,completed,REP008,In-Store,0.13,USD
62538,C0006,P050,2024-06-06,,5,North America,completed,REP022,Partner,0.13,GBP
61702,C0028,P017,2024-06-06,3672.55,5,Southeast Asia,completed,REP009,In-Store,0.17,EUR
62796,C0043,P035,2024-06-06,2298.09,2,Africa,completed,REP030,In-Store,0.18,GBP
60350,C0090,P034,2024-06-06,21049.68,7,South Asia,completed,REP023,In-Store,0.18,EUR
60114,C0031,P023,2024-06-06,2015.29,2,South Asia,completed,REP018,In-Store,0.07,EUR
60809,C0045,P050,2024-06-06,2145.49,2,Middle East,completed,REP021,In-Store,0.14,USD
60137,C0101,P032,2024-06-06,6906.05,3,Southeast Asia,completed,REP001,Direct,0.16,EUR
64206,C0162,P030,2024-06-06,14547.13,8,Southeast Asia,completed,REP023,In-Store,0.24,USD
62032,C0132,P047,2024-06-06,2018.76,6,Southeast Asia,completed,REP003,Partner,0.25,GBP
65487,C0115,P035,2024-06-06,,9,Africa,completed,REP005,Partner,0.24,GBP
