SaleID,CustomerID,ProductID,SaleDate,Amount,Quantity,Region,Status,SalesRep,Channel,Discount,Currency
41247,C0124,P017,2024-06-04,1997.71,3,North America,completed,REP026,Direct,0.1,USD
41485,C0145,P026,2024-06-04,1042.07,1,Africa,completed,REP019,Online,0.18,EUR
45067,C0061,P022,2024-06-04,8224.94,4,Southeast Asia,completed,REP028,In-Store,0.06,USD
42247,C0163,P027,2024-06-04,1327.46,4,Europe,completed,REP021,Direct,0.08,USD
44879,C0152,P027,2024-06-04,2902.95,9,Middle East,completed,REP027,Online,0.1,USD
40419,C0044,P044,2024-06-04,9269.02,10,Middle East,completed,REP012,Partner,0.09,EUR
40921,C0095,P009,2024-06-04,5383.97,4,North America,completed,REP003,In-Store,0.05,USD
42223,C0114,P016,2024-06-04,8095.58,5,Southeast Asia,completed,REP002,Partner,0.22,USD
44245,C0060,P022,2024-06-04,10354.98,5,Europe,completed,REP003,Partner,0.11,USD
40710,C0073,P002,2024-06-04,1239.98,10,Europe,completed,REP029,Partner,0.05,USD
40714,C0071,P038,2024-06-04,1957.3,1,Europe,completed,REP006,Direct,0.01,USD
41145,C0189,P045,2024-06-04,281.12,1,Europe,completed,REP023,Direct,0.22,INR
40158,C0123,P012,2024-06-04,2956.5,2,Africa,completed,REP026,Direct,0.02,INR
41696,C0109,P002,2024-06-04,898.35,7,Middle East,completed,REP014,Partner,0.02,GBP
43001,C0123,P002,2024-06-04,511.5,4,Africa,completed,REP019,In-Store,0.25,USD
44419,C0030,P037,2024-06-04,18998.3,8,Europe,completed,REP002,Partner,0.12,EUR
45401,C0186,P001,2024-06-04,13977.52,7,Africa,completed,REP023,In-Store,0.11,GBP
40671,C0162,P046,2024-06-04,5116.34,7,Africa,completed,REP013,Partner,0.13,EUR
42215,C0016,P041,2024-06-04,6637.05,3,Middle East,completed,REP012,Partner,0.04,INR
44374,C0119,P019,2024-06-04,20387.88,8,Southeast Asia,completed,REP011,Online,0.19,GBP
40630,C0036,P015,2024-06-04,17345.09,9,Middle East,completed,REP004,Online,0.25,GBP
41402,C0127,P043,2024-06-04,4199.12,6,Middle East,completed,REP004,Partner,0.0,GBP
42985,C0188,P007,2024-06-04,12909.86,5,Europe,completed,REP030,Online,0.23,EUR
40094,C0170,P031,2024-06-04,24897.68,10,Europe,returned,REP012,Online,0.19,INR
41103,C0051,P019,2024-06-04,20849.59,9,Europe,completed,REP004,In-Store,0.2,USD
43728,C0028,P043,2024-06-04,2889.4,4,Middle East,completed,REP026,Partner,0.2,GBP
44801,C0030,P034,2024-06-04,24018.5,8,Europe,completed,REP015,Online,0.25,INR
42874,C0017,P002,2024-06-04,119.13,1,Africa,completed,REP013,Direct,0.16,GBP
44440,C0032,P022,2024-06-04,6625.57,3,North America,completed,REP011,In-Store,0.22,USD
44906,C0012,P041,2024-06-04,12531.19,6,Middle East,completed,REP012,Direct,0.11,INR
40174,C0011,P016,2024-06-04,9624.68,6,Europe,completed,REP020,Partner,0.03,USD
44610,C0110,P018,2024-06-04,14401.18,8,Europe,completed,REP013,Online,0.16,USD
43354,C0029,P022,2024-06-04,20103.7,10,North America,completed,REP006,Direct,0.22,INR
43157,C0058,P021,2024-06-04,14797.87,6,Southeast Asia,completed,REP005,Direct,0.2,GBP
42079,C0057,P012,2024-06-04,14320.68,9,Africa,completed,REP022,In-Store,0.02,INR
43504,C0005,P049,2024-06-04,17355.87,9,North America,completed,REP004,In-Store,0.04,USD
42488,C0012,P007,2024-06-04,11230.86,4,Europe,completed,REP019,In-Store,0.0,USD
43882,C0032,P042,2024-06-04,903.59,5,Europe,completed,REP028,Online,0.14,GBP
41078,C0131,P041,2024-06-04,10957.71,5,Europe,completed,REP029,Partner,0.06,USD
40196,C0041,P048,2024-06-04,2635.12,3,South Asia,completed,REP027,Direct,0.0,GBP
44818,C0041,P032,2024-06-04,13715.63,6,Africa,completed,REP025,Direct,0.15,USD
43182,C0050,P042,2024-06-04,188.87,1,Southeast Asia,completed,REP025,Partner,0.22,EUR
40084,C0168,P044,2024-06-04,8513.18,9,Europe,completed,REP013,Direct,0.06,EUR
41486,C0033,P006,2024-06-04,6369.17,3,Southeast Asia,completed,REP017,Partner,0.04,USD
41381,C0021,P035,2024-06-04,10391.57,9,South Asia,completed,REP003,Direct,0.19,GBP
43746,C0091,P045,2024-06-04,1400.92,5,Southeast Asia,completed,REP005,Online,0.1,GBP
44185,C0031,P004,2024-06-04,6241.65,9,Middle East,completed,REP004,Online,0.1,USD
45278,C0193,P013,2024-06-04,804.05,6,Southeast Asia,completed,REP007,Direct,0.24,EUR
44812,C0182,P017,2024-06-04,2758.3,4,North America,completed,REP003,Online,0.04,USD
43692,C0025,P022,2024-06-04,,7,Southeast Asia,completed,REP014,In-Store,0.17,GBP
45030,C0130,P043,2024-06-04,5598.22,8,North America,completed,REP025,Online,0.12,USD
