SaleID,CustomerID,ProductID,SaleDate,Amount,Quantity,Region,Status,SalesRep,Channel,Discount,Currency
130698,C0175,P010,2024-07-04,664.65,5,South Asia,completed,REP027,Direct,0.13,USD
133794,C0138,P006,2024-07-04,3896.43,2,North America,completed,REP009,Partner,0.06,USD
132274,C0195,P022,2024-07-04,,7,North America,completed,REP001,Partner,0.21,GBP
135117,C0015,P008,2024-07-04,1266.13,4,Middle East,completed,REP030,Direct,0.21,USD
131084,C0114,P033,2024-07-04,11451.17,7,Middle East,completed,REP015,Online,0.21,INR
132106,C0043,P024,2024-07-04,5298.85,10,Middle East,completed,REP022,Partner,0.2,USD
135152,C0172,P046,2024-07-04,3507.53,5,North America,completed,REP010,Partner,0.04,USD
134020,C0060,P043,2024-07-04,2781.74,4,Africa,completed,REP011,Online,0.2,INR
130608,C0100,P017,2024-07-04,5067.47,7,Africa,completed,REP001,In-Store,0.23,INR
134770,C0051,P035,2024-07-04,10497.11,9,Europe,cancelled,REP015,Direct,0.19,GBP
135560,C0147,P045,2024-07-04,1660.15,6,Southeast Asia,completed,REP023,Partner,0.07,USD
135063,C0099,P004,2024-07-04,1427.22,2,Southeast Asia,completed,REP003,Online,0.05,USD
130385,C0024,P037,2024-07-04,23950.13,10,Africa,completed,REP022,Online,0.24,USD
133976,C0168,P011,2024-07-04,2859.23,4,Africa,completed,REP007,In-Store,0.0,USD
130330,C0110,P012,2024-07-04,3086.91,2,Europe,completed,REP014,In-Store,0.23,GBP
133436,C0196,P049,2024-07-04,1845.52,1,Middle East,completed,REP009,Online,0.05,USD
130611,C0197,P034,2024-07-04,15127.54,5,Southeast Asia,completed,REP018,Online,0.17,INR
134485,C0195,P014,2024-07-04,1335.49,2,Europe,completed,REP011,Partner,0.08,GBP
135664,C0034,P008,2024-07-04,1569.68,5,Africa,completed,REP017,Online,0.03,INR
134270,C0012,P045,2024-07-04,1085.54,4,North America,cancelled,REP005,In-Store,0.05,GBP
132382,C0090,P045,2024-07-04,847.98,3,Africa,completed,REP026,Partner,0.07,INR
134901,C0060,P045,2024-07-04,1681.04,6,South Asia,completed,REP010,Online,0.11,USD
134389,C0091,P030,2024-07-04,16068.73,9,Southeast Asia,completed,REP014,Partner,0.08,EUR
133834,C0180,P008,2024-07-04,2652.5,9,Middle East,completed,REP025,In-Store,0.06,GBP
131330,C0160,P014,2024-07-04,1244.9,2,Europe,completed,REP021,Direct,0.16,EUR
