SaleID,CustomerID,ProductID,SaleDate,Amount,Quantity,Region,Status,SalesRep,Channel,Discount,Currency
14657,C0178,P012,2024-06-01,6365.6,4,Middle East,completed,REP015,Direct,0.18,GBP
11170,C0086,P019,2024-06-01,16324.33,7,South Asia,completed,REP015,Partner,0.25,USD
14312,C0138,P049,2024-06-01,7773.5,4,Europe,completed,REP021,In-Store,0.14,INR
11939,C0195,P028,2024-06-01,1405.77,4,South Asia,completed,REP023,Online,0.14,USD
10820,C0181,P043,2024-06-01,1389.02,2,Africa,completed,REP010,Online,0.03,EUR
11023,C0198,P015,2024-06-01,16967.97,9,Africa,completed,REP010,In-Store,0.02,USD
15210,C0135,P013,2024-06-01,1242.9,10,Southeast Asia,completed,REP017,Direct,0.01,USD
14843,C0013,P017,2024-06-01,3336.8,5,North America,completed,REP002,In-Store,0.07,INR
14383,C0016,P001,2024-06-01,6039.6,3,South Asia,completed,REP014,Direct,0.1,INR
10888,C0036,P040,2024-06-01,5275.36,3,Europe,completed,REP015,Partner,0.12,EUR
11922,C0062,P043,2024-06-01,7057.16,10,South Asia,completed,REP028,Direct,0.01,USD
14079,C0196,P025,2024-06-01,23704.17,8,Middle East,completed,REP020,Direct,0.18,INR
14782,C0029,P026,2024-06-01,6439.38,6,Europe,completed,REP028,Direct,0.15,USD
11846,C0044,P035,2024-06-01,7174.04,6,Southeast Asia,completed,REP018,In-Store,0.21,EUR
14378,C0005,P025,2024-06-01,23919.4,8,Europe,completed,REP023,Online,0.23,GBP
12923,C0086,P001,2024-06-01,1996.48,1,Middle East,completed,REP006,In-Store,0.04,EUR
11942,C0017,P022,2024-06-01,8124.03,4,South Asia,completed,REP016,In-Store,0.16,USD
15325,C0014,P009,2024-06-01,8776.52,7,Middle East,completed,REP012,Direct,0.1,USD
12018,C0022,P015,2024-06-01,3757.39,2,Africa,completed,REP004,Direct,0.02,USD
11935,C0127,P025,2024-06-01,11910.94,4,Africa,completed,REP005,Partner,0.07,GBP
15255,C0088,P046,2024-06-01,7455.88,10,Middle East,completed,REP025,Online,0.18,USD
11135,C0058,P015,2024-06-01,2016.47,1,Europe,completed,REP020,In-Store,0.17,USD
15168,C0153,P015,2024-06-01,15996.43,8,Middle East,completed,REP027,Partner,0.21,USD
10387,C0140,P003,2024-06-01,2547.51,3,North America,cancelled,REP024,In-Store,0.22,EUR
10146,C0149,P035,2024-06-01,11363.26,10,Europe,completed,REP005,Direct,0.1,USD
11191,C0097,P004,2024-06-01,6552.86,9,South Asia,completed,REP005,In-Store,0.15,INR
12124,C0112,P050,2024-06-01,11054.07,10,North America,completed,REP026,In-Store,0.04,USD
12098,C0160,P012,2024-06-01,4660.34,3,Europe,cancelled,REP026,Direct,0.01,USD
12378,C0070,P024,2024-06-01,1030.28,2,Southeast Asia,completed,REP013,Online,0.02,GBP
14510,C0097,P007,2024-06-01,2676.7,1,South Asia,completed,REP021,Partner,0.21,USD
11629,C0177,P043,2024-06-01,3597.14,5,Southeast Asia,cancelled,REP008,In-Store,0.22,USD
10213,C0134,P048,2024-06-01,8656.04,10,Africa,completed,REP027,Direct,0.24,USD
10907,C0023,P021,2024-06-01,25050.3,10,Europe,completed,REP011,Direct,0.18,EUR
14409,C0051,P031,2024-06-01,12520.93,5,Middle East,completed,REP024,In-Store,0.21,USD
12619,C0144,P019,2024-06-01,7248.74,3,Europe,completed,REP029,Partner,0.04,USD
12547,C0130,P027,2024-06-01,2535.1,8,North America,completed,REP022,Online,0.2,EUR
15421,C0083,P010,2024-06-01,720.19,5,Southeast Asia,completed,REP006,Partner,0.08,USD
12225,C0195,P048,2024-06-01,1762.79,2,Southeast Asia,completed,REP011,Partner,0.15,USD
13024,C0154,P039,2024-06-01,7813.2,3,South Asia,completed,REP022,In-Store,0.21,INR
15138,C0144,P015,2024-06-01,14107.28,7,Southeast Asia,completed,REP020,Direct,0.13,INR
10363,C0185,P032,2024-06-01,15848.8,7,North America,cancelled,REP012,In-Store,0.07,USD
12234,C0026,P029,2024-06-01,15884.83,6,North America,completed,REP020,Partner,0.25,USD
11501,C0014,P024,2024-06-01,533.56,1,Europe,completed,REP022,Direct,0.19,EUR
14371,C0032,P027,2024-06-01,962.39,3,North America,completed,REP015,Direct,0.06,USD
13600,C0176,P026,2024-06-01,2174.9,2,Southeast Asia,completed,REP024,Partner,0.23,EUR
14581,C0126,P037,2024-06-01,7762.31,3,Africa,completed,REP009,Online,0.04,USD
12376,C0022,P007,2024-06-01,8054.95,3,South Asia,cancelled,REP018,Online,0.14,USD
11776,C0196,P049,2024-06-01,14059.21,7,North America,completed,REP007,Online,0.1,USD
15330,C0004,P041,2024-06-01,4352.37,2,Africa,completed,REP009,Online,0.07,USD
14997,C0160,P017,2024-06-01,6429.47,9,Europe,completed,REP007,Online,0.15,GBP
13672,C0033,P025,2024-06-01,19461.03,7,South Asia,completed,REP014,In-Store,0.08,EUR
11921,C0050,P017,2024-06-01,4953.24,7,Southeast Asia,completed,REP015,Partner,0.06,USD
13637,C0155,P012,2024-06-01,3077.29,2,Europe,returned,REP006,In-Store,0.12,EUR
14887,C0090,P013,2024-06-01,249.63,2,South Asia,returned,REP023,Partner,0.09,INR
12133,C0017,P047,2024-06-01,2547.14,7,Africa,completed,REP022,Partner,0.03,GBP
11432,C0064,P024,2024-06-01,4404.3,9,North America,completed,REP002,Online,0.05,GBP
12015,C0070,P039,2024-06-01,25413.73,10,Africa,completed,REP021,Direct,0.09,EUR
12037,C0025,P036,2024-06-01,16602.7,10,Europe,completed,REP006,In-Store,0.04,INR
14179,C0110,P048,2024-06-01,6831.82,8,Europe,completed,REP021,Direct,0.1,USD
11717,C0153,P046,2024-06-01,5003.37,7,Southeast Asia,completed,REP006,In-Store,0.2,USD
10484,C0140,P042,2024-06-01,384.88,2,Africa,completed,REP003,In-Store,0.23,EUR
11405,C0115,P041,2024-06-01,21884.26,10,Middle East,completed,REP010,Direct,0.14,USD
11995,C0003,P001,2024-06-01,1898.59,1,Southeast Asia,completed,REP026,Partner,0.0,USD
10696,C0027,P047,2024-06-01,1048.82,3,Africa,completed,REP012,Online,0.01,USD
14987,C0111,P048,2024-06-01,8619.03,10,Europe,completed,REP030,Partner,0.1,USD
14752,C0086,P040,2024-06-01,13890.07,8,Europe,returned,REP027,In-Store,0.22,INR
15382,C0045,P020,2024-06-01,71.08,1,Europe,completed,REP023,Online,0.07,INR
12534,C0115,P028,2024-06-01,2319.66,7,South Asia,completed,REP023,Online,0.02,EUR
12825,C0198,P008,2024-06-01,881.84,3,Africa,completed,REP029,Direct,0.18,USD
13818,C0134,P048,2024-06-01,4555.82,5,Southeast Asia,completed,REP005,Online,0.08,INR
13795,C0055,P014,2024-06-01,5893.99,9,Europe,completed,REP010,Online,0.04,USD
11468,C0012,P035,2024-06-01,1169.86,1,Southeast Asia,cancelled,REP018,Online,0.1,GBP
13948,C0092,P017,2024-06-01,2916.63,4,South Asia,completed,REP020,Online,0.0,USD
14388,C0105,P042,2024-06-01,1719.88,9,Southeast Asia,completed,REP005,In-Store,0.09,GBP
14756,C0041,P046,2024-06-01,1546.6,2,North America,completed,REP017,In-Store,0.17,EUR
12690,C0178,P027,2024-06-01,974.54,3,Africa,completed,REP005,In-Store,0.02,USD
