SaleID,CustomerID,ProductID,SaleDate,Amount,Quantity,Region,Status,SalesRep,Channel,Discount,Currency
111431,C0101,P027,2024-07-02,1852.07,6,South Asia,completed,REP004,In-Store,0.19,USD
111008,C0118,P048,2024-07-02,4451.86,5,Africa,cancelled,REP018,Online,0.07,EUR
111718,C0046,P040,2024-07-02,1692.13,1,Europe,completed,REP027,Direct,0.22,EUR
113165,C0141,P024,2024-07-02,1055.08,2,South Asia,completed,REP003,In-Store,0.1,GBP
111351,C0071,P007,2024-07-02,5122.25,2,Europe,completed,REP021,In-Store,0.15,INR
113502,C0034,P030,2024-07-02,14965.86,8,Africa,completed,REP004,Online,0.1,GBP
111658,C0037,P005,2024-07-02,16134.54,7,Southeast Asia,completed,REP013,In-Store,0.1,INR
115599,C0012,P041,2024-07-02,6587.63,3,North America,completed,REP023,In-Store,0.0,EUR
115054,C0102,P030,2024-07-02,13385.82,7,Southeast Asia,completed,REP021,In-Store,0.13,USD
111097,C0143,P027,2024-07-02,329.26,1,Southeast Asia,completed,REP029,Online,0.24,USD
112404,C0135,P016,2024-07-02,11490.1,7,Middle East,completed,REP006,Partner,0.1,GBP
114555,C0035,P009,2024-07-02,2715.65,2,Africa,completed,REP022,Online,0.04,USD
110294,C0084,P047,2024-07-02,3140.41,9,South Asia,completed,REP016,Partner,0.04,INR
114665,C0161,P035,2024-07-02,3423.79,3,Europe,returned,REP006,Direct,0.15,USD
115136,C0155,P024,2024-07-02,1005.04,2,Southeast Asia,completed,REP023,Partner,0.08,USD
111173,C0101,P038,2024-07-02,7587.62,4,Africa,completed,REP014,In-Store,0.05,USD
111964,C0041,P012,2024-07-02,1607.31,1,South Asia,completed,REP015,In-Store,0.11,USD
110356,C0154,P034,2024-07-02,29009.18,10,Middle East,completed,REP008,Partner,0.23,USD
110469,C0110,P039,2024-07-02,21005.02,8,South Asia,completed,REP004,Direct,0.06,USD
110212,C0165,P049,2024-07-02,1879.22,1,Southeast Asia,completed,REP004,Direct,0.08,EUR
114572,C0057,P012,2024-07-02,7489.42,5,South Asia,completed,REP029,Partner,0.0,EUR
110890,C0164,P037,2024-07-02,14878.06,6,South Asia,completed,REP018,Direct,0.1,USD
112823,C0179,P002,2024-07-02,1076.19,9,Southeast Asia,completed,REP023,Direct,0.04,EUR
113702,C0068,P016,2024-07-02,4790.54,3,Middle East,completed,REP030,In-Store,0.24,USD
115291,C0132,P046,2024-07-02,4605.63,6,Africa,completed,REP029,Direct,0.12,USD
112616,C0148,P012,2024-07-02,10697.93,7,Africa,completed,REP025,Online,0.1,EUR
111315,C0173,P036,2024-07-02,3363.66,2,Africa,completed,REP013,Partner,0.24,USD
111807,C0164,P047,2024-07-02,,4,Africa,completed,REP027,Partner,0.18,EUR
112058,C0152,P028,2024-07-02,1348.47,4,Middle East,completed,REP004,Online,0.03,INR
112149,C0013,P023,2024-07-02,5292.4,5,Europe,completed,REP002,In-Store,0.12,USD
