SaleID,CustomerID,ProductID,SaleDate,Amount,Quantity,Region,Status,SalesRep,Channel,Discount,Currency
51876,C0127,P026,2024-06-05,2058.22,2,Middle East,completed,REP027,Online,0.06,USD
51751,C0062,P028,2024-06-05,3070.06,9,Southeast Asia,completed,REP012,Direct,0.03,GBP
54919,C0133,P006,2024-06-05,7850.62,4,South Asia,completed,REP028,In-Store,0.02,INR
50964,C0052,P042,2024-06-05,568.21,3,Middle East,completed,REP021,Partner,0.15,USD
52132,C0101,P012,2024-06-05,6022.17,4,Europe,completed,REP030,Partner,0.17,EUR
53546,C0157,P025,2024-06-05,29422.49,10,Africa,completed,REP017,Partner,0.18,EUR
52737,C0003,P020,2024-06-05,71.7,1,Africa,completed,REP001,Partner,0.03,INR
51996,C0013,P029,2024-06-05,2543.09,1,Africa,completed,REP006,Online,0.09,INR
55235,C0030,P040,2024-06-05,1787.81,1,South Asia,cancelled,REP023,In-Store,0.13,USD
55495,C0186,P003,2024-06-05,4419.59,5,North America,completed,REP030,Partner,0.25,USD
54739,C0183,P007,2024-06-05,7763.04,3,North America,completed,REP011,Online,0.01,EUR
53120,C0133,P012,2024-06-05,14247.86,9,South Asia,completed,REP016,Online,0.03,USD
54423,C0087,P021,2024-06-05,9598.92,4,Europe,completed,REP001,Online,0.19,EUR
51646,C0176,P024,2024-06-05,2430.11,5,Africa,completed,REP021,Partner,0.01,USD
51970,C0145,P023,2024-06-05,3160.17,3,Southeast Asia,completed,REP010,Online,0.01,USD
52075,C0154,P014,2024-06-05,2587.43,4,Middle East,cancelled,REP008,Direct,0.18,INR
50227,C0155,P010,2024-06-05,142.62,1,Europe,completed,REP022,Partner,0.2,EUR
53913,C0031,P024,2024-06-05,2944.36,6,South Asia,completed,REP028,Direct,0.17,USD
55457,C0150,P048,2024-06-05,856.43,1,South Asia,completed,REP016,Online,0.05,USD
53603,C0191,P027,2024-06-05,2350.14,7,Middle East,completed,REP021,Online,0.18,USD
50739,C0154,P044,2024-06-05,1837.89,2,Middle East,completed,REP023,Partner,0.23,USD
54295,C0048,P003,2024-06-05,8749.53,10,Middle East,completed,REP002,In-Store,0.12,EUR
51176,C0132,P018,2024-06-05,5625.16,3,Middle East,completed,REP020,Online,0.23,USD
53806,C0068,P032,2024-06-05,18973.03,9,Africa,completed,REP011,Online,0.11,EUR
51025,C0052,P016,2024-06-05,9588.75,6,Africa,completed,REP012,Partner,0.17,GBP
52792,C0021,P026,2024-06-05,2182.57,2,Europe,completed,REP007,Direct,0.11,INR
53746,C0116,P048,2024-06-05,6005.69,7,North America,completed,REP019,In-Store,0.15,INR
50494,C0044,P012,2024-06-05,6234.12,4,Europe,completed,REP023,In-Store,0.11,INR
52344,C0171,P049,2024-06-05,7875.89,4,Europe,completed,REP004,Partner,0.04,EUR
51347,C0177,P008,2024-06-05,1462.88,5,Southeast Asia,completed,REP003,Online,0.18,GBP
51957,C0073,P014,2024-06-05,4649.42,7,Middle East,cancelled,REP011,In-Store,0.15,USD
54215,C0133,P027,2024-06-05,1246.4,4,Middle East,completed,REP016,Partner,0.05,EUR
50920,C0190,P003,2024-06-05,1746.99,2,Africa,completed,REP029,Online,0.11,EUR
50039,C0017,P043,2024-06-05,758.29,1,North America,completed,REP023,Direct,0.01,USD
50304,C0094,P038,2024-06-05,7429.17,4,South Asia,completed,REP003,Partner,0.24,USD
53216,C0159,P049,2024-06-05,5613.33,3,Southeast Asia,completed,REP021,Online,0.03,GBP
54693,C0032,P032,2024-06-05,2269.92,1,Middle East,completed,REP015,Partner,0.02,USD
53981,C0163,P010,2024-06-05,1117.4,8,North America,completed,REP003,Direct,0.25,USD
52107,C0068,P024,2024-06-05,4659.82,9,Middle East,cancelled,REP007,Online,0.09,USD
50820,C0182,P019,2024-06-05,19674.03,8,South Asia,completed,REP005,Online,0.13,USD
51316,C0030,P002,2024-06-05,368.92,3,Europe,completed,REP012,Partner,0.18,EUR
51624,C0076,P006,2024-06-05,9878.32,5,Africa,completed,REP012,Online,0.1,USD
55276,C0068,P037,2024-06-05,19896.46,8,Africa,completed,REP029,In-Store,0.11,EUR
53978,C0153,P001,2024-06-05,17461.57,9,Europe,completed,REP020,Online,0.04,USD
53777,C0178,P027,2024-06-05,3173.7,10,North America,completed,REP003,Direct,0.17,GBP
55095,C0074,P005,2024-06-05,15749.62,7,Middle East,completed,REP025,Online,0.22,USD
53904,C0059,P023,2024-06-05,9380.71,9,North America,completed,REP002,Partner,0.17,EUR
53622,C0078,P021,2024-06-05,4886.26,2,North America,completed,REP020,In-Store,0.17,GBP
51744,C0008,P032,2024-06-05,9188.09,4,Africa,completed,REP014,Online,0.18,EUR
54836,C0182,P016,2024-06-05,16278.23,10,Middle East,completed,REP017,In-Store,0.22,INR
52990,C0059,P035,2024-06-05,4819.9,4,Southeast Asia,completed,REP017,Direct,0.03,INR
54806,C0129,P020,2024-06-05,593.4,9,Africa,completed,REP010,In-Store,0.16,INR
54958,C0141,P043,2024-06-05,4923.1,7,North America,completed,REP012,Partner,0.08,EUR
54432,C0081,P045,2024-06-05,823.75,3,South Asia,completed,REP023,Online,0.04,GBP
54058,C0138,P046,2024-06-05,5840.13,8,North America,completed,REP004,Direct,0.05,USD
53883,C0148,P028,2024-06-05,661.96,2,North America,completed,REP022,In-Store,0.05,GBP
50370,C0122,P002,2024-06-05,,7,Africa,completed,REP021,Online,0.09,USD
55166,C0041,P041,2024-06-05,6485.04,3,Middle East,completed,REP023,Direct,0.19,GBP
50530,C0079,P017,2024-06-05,4834.54,7,Southeast Asia,completed,REP024,Direct,0.13,EUR
50225,C0112,P049,2024-06-05,12109.31,6,Southeast Asia,completed,REP007,Online,0.23,INR
53218,C0051,P003,2024-06-05,4306.44,5,South Asia,completed,REP028,Partner,0.09,USD
51238,C0083,P001,2024-06-05,17979.44,9,Middle East,completed,REP019,Partner,0.0,USD
55241,C0055,P024,2024-06-05,1962.6,4,Africa,completed,REP018,Partner,0.09,USD
52972,C0087,P013,2024-06-05,393.65,3,Middle East,completed,REP009,Online,0.04,EUR
54357,C0120,P032,2024-06-05,17309.55,8,North America,completed,REP025,In-Store,0.07,USD
50009,C0089,P033,2024-06-05,9879.11,6,Middle East,completed,REP025,Partner,0.21,USD
54956,C0143,P015,2024-06-05,9676.18,5,South Asia,completed,REP012,Direct,0.09,INR
54748,C0171,P045,2024-06-05,2231.64,8,Europe,completed,REP025,Partner,0.12,INR
55405,C0057,P029,2024-06-05,12883.59,5,North America,completed,REP004,In-Store,0.04,INR
51384,C0169,P037,2024-06-05,16928.19,7,Africa,completed,REP005,Partner,0.01,GBP
53496,C0144,P019,2024-06-05,2441.76,1,Africa,completed,REP002,Partner,0.01,GBP
52950,C0117,P017,2024-06-05,2857.09,4,Southeast Asia,completed,REP014,In-Store,0.1,INR
51872,C0114,P004,2024-06-05,5680.86,8,Middle East,completed,REP011,In-Store,0.03,GBP
52151,C0164,P016,2024-06-05,14280.4,9,Middle East,completed,REP020,In-Store,0.21,USD
52366,C0024,P046,2024-06-05,4341.81,6,South Asia,completed,REP026,Online,0.19,USD
52004,C0030,P030,2024-06-05,3637.08,2,Africa,completed,REP008,Online,0.14,USD
52353,C0053,P005,2024-06-05,16095.72,7,South Asia,completed,REP001,In-Store,0.22,USD
52061,C0054,P001,2024-06-05,17151.25,9,Middle East,completed,REP029,Direct,0.1,EUR
53409,C0098,P013,2024-06-05,124.93,1,South Asia,completed,REP007,In-Store,0.18,USD
52122,C0133,P020,2024-06-05,358.49,5,Africa,completed,REP028,In-Store,0.2,GBP
53232,C0122,P007,2024-06-05,13789.75,5,North America,completed,REP001,Partner,0.13,USD
55380,C0092,P001,2024-06-05,13454.92,7,Europe,completed,REP015,Partner,0.22,EUR
54145,C0030,P021,2024-06-05,19848.41,8,Europe,completed,REP019,Direct,0.22,USD
54320,C0063,P036,2024-06-05,5149.32,3,Middle East,completed,REP014,Partner,0.1,GBP
53602,C0026,P037,2024-06-05,21712.06,9,Middle East,completed,REP008,In-Store,0.05,USD
52225,C0009,P023,2024-06-05,6488.13,6,Europe,completed,REP004,Partner,0.19,USD
50959,C0053,P041,2024-06-05,2075.65,1,North America,completed,REP027,Direct,0.01,USD
51221,C0113,P046,2024-06-05,753.45,1,Middle East,completed,REP025,Online,0.05,USD
53810,C0159,P004,2024-06-05,2224.71,3,Southeast Asia,completed,REP012,In-Store,0.15,INR
50154,C0163,P006,2024-06-05,2034.61,1,Southeast Asia,completed,REP005,Direct,0.07,EUR
51497,C0090,P042,2024-06-05,573.39,3,Africa,completed,REP026,Direct,0.15,USD
53857,C0137,P005,2024-06-05,19603.81,9,North America,completed,REP013,Online,0.11,INR
50992,C0134,P013,2024-06-05,1228.13,10,Southeast Asia,completed,REP002,Online,0.08,USD
53951,C0136,P026,2024-06-05,1067.2,1,Middle East,completed,REP010,In-Store,0.09,USD
52716,C0159,P034,2024-06-05,5975.49,2,Europe,completed,REP019,Online,0.16,EUR
52968,C0147,P035,2024-06-05,2299.25,2,Middle East,completed,REP027,Online,0.02,USD
54579,C0015,P039,2024-06-05,15693.6,6,Africa,completed,REP019,Partner,0.14,USD
54640,C0100,P025,2024-06-05,25547.03,9,Middle East,completed,REP018,In-Store,0.19,GBP
50684,C0007,P001,2024-06-05,1870.92,1,North America,cancelled,REP027,In-Store,0.24,GBP
53986,C0159,P012,2024-06-05,1598.46,1,Middle East,completed,REP030,Direct,0.01,EUR
53911,C0059,P040,2024-06-05,12677.44,7,Middle East,completed,REP025,Direct,0.04,USD
53658,C0161,P017,2024-06-05,2802.68,4,Europe,completed,REP011,Direct,0.22,EUR
55224,C0110,P039,2024-06-05,4960.64,2,Europe,completed,REP009,Online,0.05,INR
50723,C0083,P034,2024-06-05,11701.98,4,Europe,completed,REP001,In-Store,0.05,USD
52811,C0069,P049,2024-06-05,19988.72,10,South Asia,completed,REP003,Partner,0.03,USD
53814,C0190,P016,2024-06-05,8295.81,5,South Asia,completed,REP011,Partner,0.17,GBP
52042,C0126,P003,2024-06-05,5044.87,6,Middle East,returned,REP010,Direct,0.1,GBP
50823,C0134,P045,2024-06-05,2869.54,10,North America,completed,REP027,Online,0.05,GBP
53236,C0113,P030,2024-06-05,7133.23,4,South Asia,completed,REP011,Partner,0.06,EUR
51440,C0095,P044,2024-06-05,3600.84,4,Southeast Asia,completed,REP001,Direct,0.11,GBP
51640,C0009,P011,2024-06-05,3986.4,6,North America,completed,REP002,Online,0.14,EUR
53856,C0132,P012,2024-06-05,6210.25,4,South Asia,completed,REP024,Online,0.04,USD
53972,C0066,P035,2024-06-05,8558.75,7,Europe,completed,REP020,Direct,0.17,USD
52230,C0147,P041,2024-06-05,8157.99,4,Africa,completed,REP004,In-Store,0.23,USD
50971,C0198,P014,2024-06-05,6598.47,10,North America,completed,REP008,In-Store,0.09,USD
54716,C0104,P006,2024-06-05,15710.12,8,Southeast Asia,completed,REP026,Direct,0.01,USD
52426,C0194,P031,2024-06-05,7485.26,3,North America,completed,REP003,Direct,0.19,USD
53036,C0157,P047,2024-06-05,1014.05,3,Europe,completed,REP028,Partner,0.08,USD
51075,C0089,P035,2024-06-05,4835.8,4,North America,completed,REP012,Partner,0.17,USD
50226,C0080,P018,2024-06-05,1768.08,1,Africa,completed,REP028,Partner,0.24,GBP
53369,C0180,P009,2024-06-05,9482.13,7,North America,completed,REP028,In-Store,0.21,INR
50650,C0170,P008,2024-06-05,1857.94,6,Europe,completed,REP030,Online,0.07,USD
51217,C0190,P044,2024-06-05,1784.38,2,Africa,completed,REP019,In-Store,0.2,USD
50925,C0074,P002,2024-06-05,486.87,4,North America,completed,REP022,Direct,0.06,USD
51899,C0017,P014,2024-06-05,3761.18,6,Southeast Asia,returned,REP024,Direct,0.17,GBP
55281,C0013,P031,2024-06-05,4995.41,2,North America,completed,REP017,Partner,0.11,USD
54242,C0048,P032,2024-06-05,21887.77,10,South Asia,completed,REP030,Online,0.1,USD
51351,C0190,P027,2024-06-05,323.62,1,Southeast Asia,completed,REP015,Direct,0.14,INR
54502,C0026,P030,2024-06-05,14266.83,8,North America,returned,REP023,Partner,0.19,USD
50832,C0039,P038,2024-06-05,3711.34,2,South Asia,completed,REP012,In-Store,0.09,USD
50049,C0133,P003,2024-06-05,8237.24,10,Middle East,completed,REP002,Online,0.05,USD
54042,C0142,P033,2024-06-05,8479.52,5,South Asia,completed,REP004,Partner,0.13,USD
54933,C0106,P050,2024-06-05,11048.86,10,North America,completed,REP026,Partner,0.15,USD
54034,C0148,P009,2024-06-05,5027.85,4,South Asia,completed,REP022,In-Store,0.07,INR
51427,C0139,P016,2024-06-05,6717.88,4,Europe,completed,REP002,Partner,0.06,USD
