SaleID,CustomerID,ProductID,SaleDate,Amount,Quantity,Region,Status,SalesRep,Channel,Discount,Currency
102029,C0087,P008,2024-07-01,1175.38,4,Middle East,completed,REP010,Partner,0.06,GBP
105739,C0090,P034,2024-07-01,5722.09,2,Europe,completed,REP014,Online,0.07,USD
104163,C0085,P047,2024-07-01,1747.37,5,North America,completed,REP010,Partner,0.22,EUR
101315,C0162,P007,2024-07-01,20988.48,8,South Asia,completed,REP007,Online,0.13,USD
102028,C0020,P007,2024-07-01,5500.82,2,North America,completed,REP007,Direct,0.2,USD
100176,C0027,P001,2024-07-01,11412.84,6,North America,completed,REP014,Online,0.1,EUR
104357,C0018,P045,2024-07-01,1698.11,6,South Asia,completed,REP011,Direct,0.08,GBP
104677,C0007,P008,2024-07-01,293.1,1,Africa,completed,REP008,In-Store,0.2,INR
101913,C0135,P017,2024-07-01,5052.08,7,North America,completed,REP011,Direct,0.23,INR
104377,C0132,P005,2024-07-01,10967.72,5,North America,completed,REP011,Partner,0.01,USD
105572,C0058,P020,2024-07-01,344.41,5,Africa,completed,REP007,Partner,0.07,USD
102215,C0193,P021,2024-07-01,9369.7,4,Southeast Asia,completed,REP030,Online,0.02,USD
105231,C0057,P017,2024-07-01,7262.09,10,Africa,completed,REP014,Online,0.21,GBP
105005,C0074,P018,2024-07-01,3555.6,2,Southeast Asia,completed,REP011,Online,0.19,GBP
104653,C0072,P044,2024-07-01,8721.47,10,South Asia,completed,REP013,Partner,0.19,EUR
102897,C0185,P002,2024-07-01,515.55,4,Europe,cancelled,REP020,In-Store,0.1,USD
103454,C0123,P030,2024-07-01,3615.27,2,South Asia,completed,REP002,In-Store,0.2,USD
101823,C0091,P026,2024-07-01,9039.24,9,South Asia,completed,REP005,Online,0.16,USD
104360,C0103,P019,2024-07-01,19858.14,8,Middle East,cancelled,REP027,Partner,0.04,EUR
101649,C0082,P013,2024-07-01,978.2,8,South Asia,completed,REP019,Direct,0.11,USD
103582,C0059,P001,2024-07-01,19175.21,10,Africa,returned,REP025,In-Store,0.06,INR
101285,C0150,P032,2024-07-01,22014.82,10,South Asia,completed,REP028,Direct,0.13,USD
102491,C0111,P005,2024-07-01,23048.99,10,Middle East,completed,REP021,Online,0.03,USD
102375,C0079,P030,2024-07-01,1794.85,1,Europe,cancelled,REP025,In-Store,0.16,USD
101636,C0048,P045,2024-07-01,1943.73,7,South Asia,completed,REP003,Direct,0.04,USD
